OBJECTID,LAND_CLASS,CT_LEGEND,STATE_COD,STATE_NAME,CNTY_FIELD,CNTY_COD,CNTY_NAME,TOWN_FIELD,TOWN_NAME,LABEL_FLAG,MAP_LABEL,CT_LABEL_Y,CT_LABEL_N,SHAPE_Length,SHAPE_Area
1075,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00119618801441054,7.55324550797529e-08
1076,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Guilford,False, , , ,0.00065506512608904,2.07581738988061e-08
1077,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000396318814197281,1.06707060514971e-08
1078,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000503408449415525,1.7869526227499e-08
1079,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00054091333860302,1.93700421515222e-08
1080,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Guilford,False, , , ,0.00303371121959659,4.3090236177704e-07
1081,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000623400415941116,2.58227294272229e-08
1082,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00667359135164359,1.32596758562546e-06
1083,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Guilford,False, , , ,0.000519852369656669,1.40549585071082e-08
1084,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000512974482432799,1.47306431104511e-08
1085,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00539499708519181,1.60715000695731e-06
1086,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.0025003175483365,2.75041159511239e-07
1087,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000677271654109584,3.36820146963896e-08
1088,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00127574215778435,7.81866720714258e-08
1089,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00112689348095285,9.09593492836243e-08
1090,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00589500325905523,1.09851855602157e-06
1091,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Guilford,False, , , ,0.000245429623210225,4.03140513297209e-09
1092,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000390148894657151,1.10046552062941e-08
1093,Land,Other States,NY,New York,CNTYCODE,55,Westchester,SWIS,New Castle,True,New Castle, ,New Castle,0.494874572810814,0.00652359205708121
1094,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000583474845937437,2.12972824373459e-08
1095,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Guilford,False, , , ,0.000571639306455429,8.66808652038558e-09
1096,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00195497467344983,1.91036414604529e-07
1097,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00417695488116503,8.16264616043101e-07
1098,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00136148720006018,1.2129704482354e-07
1099,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000532333133519407,1.75901534640376e-08
1100,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000407043963360399,1.10522272173377e-08
1101,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000718087632029067,1.77098825880097e-08
1102,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000900495139620286,5.03605316881514e-08
1103,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000542613063763309,1.95997605438023e-08
1104,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00292507060464465,3.95042965540902e-07
1105,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000800410887080152,4.23824943313605e-08
1106,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00098656006484709,5.93148693725642e-08
1107,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.0105002967874303,4.83446538393652e-06
1108,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000833561343969861,4.70053330693015e-08
1109,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000412060218403383,1.24599768642604e-08
1110,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Guilford,False, , , ,0.00320683958488568,4.11331808517673e-07
1111,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00109698373408657,5.79131297971159e-08
1112,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Guilford,False, , , ,0.00167004346920254,1.2715031223e-07
1113,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00691735066235315,2.19225678999274e-06
1114,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,East Haven,False, , , ,0.000773843303582926,3.69469222574714e-08
1115,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,East Haven,False, , , ,0.000730192565107581,2.23707012007547e-08
1116,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,East Haven,False, , , ,0.000710179951120061,3.39523881764646e-08
1117,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,New Shoreham,True,New Shoreham, ,New Shoreham,0.479914398783362,0.00276916390117401
1118,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Fairfield,True,Fairfield,Fairfield, ,0.579470540313442,0.00843826641965237
1119,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Bridgeport,True,Bridgeport,Bridgeport, ,0.526211632298511,0.00449377865098559
1120,Land,Other States,NY,New York,CNTYCODE,55,Westchester,SWIS,Mount Kisco,True,Mount Kisco, ,Mount Kisco,0.172833577542028,0.000858528594240458
1121,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.000333524391272731,7.84885087851282e-09
1122,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.00150558780322972,1.61399416624275e-07
1123,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.000717756804279674,3.42085095430208e-08
1124,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Guilford,False, , , ,0.00832591516792714,2.76795896560206e-06
1125,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,New Canaan,True,New Canaan,New Canaan, ,0.335964155053649,0.00626230940796473
1126,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.00161098576389908,1.38346593745213e-07
1127,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Guilford,False, , , ,0.003382579642121,3.17103269699286e-07
1128,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Guilford,False, , , ,0.00271361565011507,4.69991478493985e-07
1129,Land,Other States,NY,New York,CNTYCODE,47,Suffolk,SWIS,Southold,False, , , ,0.00447065669340218,9.82936895661389e-07
1130,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,New Shoreham,False, , , ,0.00286358861097744,5.1560719006253e-07
1131,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Guilford,False, , , ,0.0011483643343002,8.92966344544423e-08
1132,Land,Other States,NY,New York,CNTYCODE,47,Suffolk,SWIS,Southold,False, , , ,0.0189628108580778,8.35101409353212e-06
1133,Land,Other States,NY,New York,CNTYCODE,55,Westchester,SWIS,Ossining,True,Ossining, ,Ossining,0.299235032165995,0.00280215583993899
1134,Land,Other States,NY,New York,CNTYCODE,39,Rockland,SWIS,Ramapo,True,Ramapo, ,Ramapo,0.617780832871074,0.00663331731942416
1135,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.000459515351628032,1.50019242677484e-08
1136,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.000395231974276224,7.61850189619225e-09
1137,Land,Other States,NY,New York,CNTYCODE,39,Rockland,SWIS,Clarkstown,True,Clarkstown, ,Clarkstown,0.49462942267119,0.0130955770864431
1138,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Stratford,False, , , ,0.0032576078223835,4.39734690571081e-07
1139,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Stratford,False, , , ,0.00259392331517441,4.07581902948618e-07
1140,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Westport,True,Westport,Westport, ,0.568388958120044,0.0054613342681893
1141,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Stratford,False, , , ,0.00495003299769989,8.24282032136372e-07
1142,Land,Other States,NY,New York,CNTYCODE,39,Rockland,SWIS,Pomona,True,Pomona, ,Pomona,0.0949233435595882,0.000275648280107976
1143,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Stratford,False, , , ,0.00122148462758128,8.24259816575852e-08
1144,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Stratford,False, , , ,0.00137065052849076,8.94408574923038e-08
1145,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.0102926386292019,6.51914934442733e-06
1146,Land,Other States,NY,New York,CNTYCODE,47,Suffolk,SWIS,Southold,False, , , ,0.128335458292446,0.000361787025221646
1147,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.0590987845722795,6.8602031837222e-05
1148,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.00157533624865891,1.1821860895304e-07
1149,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.000693284263159479,1.97095635674462e-08
1150,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.000770874466604253,2.25009579356733e-08
1151,Land,Other States,NY,New York,CNTYCODE,55,Westchester,SWIS,North Castle,True,North Castle, ,North Castle,0.608135622321358,0.00725913839964987
1152,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.000482286433630849,1.04181880463588e-08
1153,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.0504229013806969,6.45800600835527e-05
1154,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.00389994108311619,5.84743110952154e-07
1155,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.000720804900299058,2.450954242548e-08
1156,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.000744705882220687,2.70239953280529e-08
1157,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.000448507250818775,1.25078849474595e-08
1158,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.000756722243991083,3.73686743879394e-08
1159,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.00202617811038103,1.88732064394028e-07
1160,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,New Shoreham,False, , , ,0.000962249160878068,5.82565976266586e-08
1161,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.0694940987981811,6.27522258619429e-05
1162,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.00314305366124897,5.01124201955456e-07
1163,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.000682843402379613,3.20335204840776e-08
1164,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.00115810320551478,6.07644093947306e-08
1165,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Stamford,True,Stamford,Stamford, ,0.6868807747969,0.010642582420864
1166,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.00547419119227865,9.30251398050809e-07
1167,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.0040062531200476,7.28967070511048e-07
1168,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.00108320790518266,6.90327037825159e-08
1169,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.00222741866651174,2.73894076016825e-07
1170,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.00473446245641482,6.33509775866902e-07
1171,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.00525845307581807,1.21811836671565e-06
1172,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.00585293429976107,9.83807220354706e-07
1173,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.00122608547614744,1.01878940674197e-07
1174,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.013149756575502,7.68830968375811e-06
1175,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.00888852193048216,2.75085446346756e-06
1176,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.00282424900143211,2.59335139691789e-07
1177,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.00251143616020822,2.11104447628589e-07
1178,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.00110683675745606,4.99938880537297e-08
1179,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.00159382415170494,6.47973895455636e-08
1180,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.00261120165823098,1.87247219883455e-07
1181,Land,Other States,NY,New York,CNTYCODE,55,Westchester,SWIS,Mount Pleasant,True,Mount Pleasant, ,Mount Pleasant,0.500621728605576,0.00910880014922735
1182,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.00137770718681471,1.27760818812486e-07
1183,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.00371643699682721,7.22182253079046e-07
1184,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.00110388139956546,4.04975462490664e-08
1185,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.00083726687591881,4.02770327178597e-08
1186,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.00125168085797428,7.75016954400457e-08
1187,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.00441480721426995,7.54542356187571e-07
1188,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.00778471500398396,1.62536639969873e-06
1189,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.00166804182126257,1.31589649838711e-07
1190,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,False, , , ,0.000822874387287051,4.38968832648679e-08
1191,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Bridgeport,False, , , ,0.0188183970879716,1.17094073321394e-05
1192,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Norwalk,True,Norwalk,Norwalk, ,0.610698101110788,0.00629409002190779
1193,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Stratford,False, , , ,0.00534653723690774,1.25838065258029e-06
1194,Land,Other States,NY,New York,CNTYCODE,55,Westchester,SWIS,Briarcliff Mnr,True,Briarcliff Mnr, ,Briarcliff Mnr,0.184976102453137,0.00151671046668239
1195,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Bridgeport,False, , , ,0.0251878229273698,3.14616076994342e-05
1196,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Bridgeport,False, , , ,0.00516895383674732,1.35329852764686e-06
1197,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Stratford,False, , , ,0.00128924749968515,7.17602199344972e-08
1198,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Stratford,False, , , ,0.00934010989088346,2.75488147680111e-06
1199,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Stratford,False, , , ,0.000418773011336134,1.18689735963933e-08
1200,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Stratford,False, , , ,0.000350324999690345,7.58891540845781e-09
1201,Land,Other States,NY,New York,CNTYCODE,47,Suffolk,SWIS,Southold,True,Southold, ,Southold,1.4940035730346,0.0137548007739742
1202,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Stratford,False, , , ,0.000609344275805017,2.08312482779827e-08
1203,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Stratford,False, , , ,0.000605488117819335,1.96370401412365e-08
1204,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Stratford,False, , , ,0.000760078710183107,3.19818371283878e-08
1205,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Stratford,False, , , ,0.00561383900115056,1.44637536074874e-06
1206,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Stratford,False, , , ,0.00167060020399155,1.24403929408043e-07
1207,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Stratford,False, , , ,0.000427654162162524,1.09552541601098e-08
1208,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Stratford,False, , , ,0.00109700448184585,5.43123856884434e-08
1209,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Stratford,False, , , ,0.000549155651438128,1.74010225420115e-08
1210,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Stratford,False, , , ,0.0311438312978694,1.02637177948705e-05
1211,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Stratford,False, , , ,0.00234944003010067,3.53224528154387e-07
1212,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Stratford,False, , , ,0.00735381343224526,9.39887380069475e-07
1213,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Stratford,False, , , ,0.00324111928983711,5.61510878966627e-07
1214,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Stratford,False, , , ,0.00684412985146232,1.5211716010794e-06
1215,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Stratford,False, , , ,0.00126005410909256,5.30915539735103e-08
1216,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Stratford,False, , , ,0.00115724949380311,8.68312211085175e-08
1217,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Stratford,False, , , ,0.0101865458193948,2.52372318902189e-06
1218,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Stratford,False, , , ,0.00413863234807858,5.59513310037676e-07
1219,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Bridgeport,False, , , ,0.00111061677154792,6.83719544132269e-08
1220,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Bridgeport,False, , , ,0.0101999525796281,6.38898807488378e-06
1221,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Fairfield,False, , , ,0.00747441764774074,5.62740957560851e-07
1222,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Greenwich,True,Greenwich,Greenwich, ,0.949661274672777,0.0134317506046132
1223,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Bridgeport,False, , , ,0.00264165000407197,3.79070061505589e-07
1224,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Bridgeport,False, , , ,0.000878789283925803,4.8519263312693e-08
1225,Land,Other States,NY,New York,CNTYCODE,39,Rockland,SWIS,Springvalley,True,Springvalley, ,Springvalley,0.213437996031941,0.000484642734170315
1226,Land,Other States,NY,New York,CNTYCODE,39,Rockland,SWIS,Ramapo,True,Ramapo, ,Ramapo,0.01482836421185,8.29427258786695e-06
1227,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Fairfield,False, , , ,0.000646531100425256,2.51348575714618e-08
1228,Land,Other States,NY,New York,CNTYCODE,47,Suffolk,SWIS,East Hampton,True,East Hampton, ,East Hampton,0.259146265000801,0.00144132665598366
1229,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Westport,False, , , ,0.00202959674197239,2.09575521596979e-07
1230,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Westport,False, , , ,0.000356033711978559,8.25697421673761e-09
1231,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Westport,False, , , ,0.000284303171454863,5.20933304697912e-09
1232,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Westport,False, , , ,0.000304882977177935,6.05429816488574e-09
1233,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Westport,False, , , ,0.0945455499443354,0.000113340394608267
1234,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Westport,False, , , ,0.000500167366617193,1.2823677395275e-08
1235,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Westport,False, , , ,0.000346445557050026,7.95409792885925e-09
1236,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Westport,False, , , ,0.000311059197002075,5.41681728161948e-09
